date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:19:50	36816/36816	---M--	200	added ('OK')	application/x-javascript	etag:%228fd0-566a27f0f5680%22	http://trimatrixlab.com/store/mati/assets/js/vendor/bootstrap.min.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/vendor/bootstrap.min.js	(from http://trimatrixlab.com/store/mati/)
21:19:52	34100/34100	---M--	200	added ('OK')	image/png	etag:%228534-566a27ef0d200%22	http://trimatrixlab.com/store/mati/assets/img/portfolio-images/port-6.png	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/img/portfolio-images/port-6.png	(from http://trimatrixlab.com/store/mati/)
21:19:52	8137/8137	---M--	200	added ('OK')	application/x-javascript	etag:%221fc9-566a27f0f5680%22	http://trimatrixlab.com/store/mati/assets/js/vendor/material.min.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/vendor/material.min.js	(from http://trimatrixlab.com/store/mati/)
21:19:52	29383/29383	---M--	200	added ('OK')	application/x-javascript	etag:%2272c7-566a27f0f5680%22	http://trimatrixlab.com/store/mati/assets/js/vendor/imagesloaded.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/vendor/imagesloaded.js	(from http://trimatrixlab.com/store/mati/)
21:19:54	94718/94718	---M--	200	added ('OK')	application/x-javascript	etag:%22171fe-566a27f0f5680%22	http://trimatrixlab.com/store/mati/assets/js/vendor/masonry-3.1.4.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/vendor/masonry-3.1.4.js	(from http://trimatrixlab.com/store/mati/)
21:19:55	1741/1741	---M--	200	added ('OK')	application/x-javascript	etag:%226cd-566a27f0f5680%22	http://trimatrixlab.com/store/mati/assets/js/vendor/masonry.filter.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/vendor/masonry.filter.js	(from http://trimatrixlab.com/store/mati/)
21:19:55	20216/20216	---M--	200	added ('OK')	application/x-javascript	etag:%224ef8-566a27f0f5680%22	http://trimatrixlab.com/store/mati/assets/js/vendor/jquery.magnific-popup.min.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/vendor/jquery.magnific-popup.min.js	(from http://trimatrixlab.com/store/mati/)
21:19:57	8103/8103	---M--	200	added ('OK')	application/x-javascript	etag:%221fa7-566a27f0f5680%22	http://trimatrixlab.com/store/mati/assets/js/vendor/waypoint.min.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/vendor/waypoint.min.js	(from http://trimatrixlab.com/store/mati/)
21:19:57	1067/1067	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2005%20Mar%202018%2004:09:46%20GMT	http://trimatrixlab.com/store/mati/assets/js/vendor/jquery.counterup.min.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/vendor/jquery.counterup.min.js	(from http://trimatrixlab.com/store/mati/)
21:19:57	3949/3949	---M--	200	added ('OK')	application/x-javascript	etag:%22f6d-566a27f0f5680%22	http://trimatrixlab.com/store/mati/assets/js/vendor/typed.min.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/vendor/typed.min.js	(from http://trimatrixlab.com/store/mati/)
21:19:58	12944/12944	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2005%20Mar%202018%2004:09:46%20GMT	http://trimatrixlab.com/store/mati/assets/js/vendor/nouislider.min.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/vendor/nouislider.min.js	(from http://trimatrixlab.com/store/mati/)
21:19:58	14137/14137	---M--	200	added ('OK')	application/x-javascript	etag:%223739-566a27f0f5680%22	http://trimatrixlab.com/store/mati/assets/js/vendor/bootstrap-datepicker.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/vendor/bootstrap-datepicker.js	(from http://trimatrixlab.com/store/mati/)
21:19:59	9362/9362	---M--	200	added ('OK')	application/x-javascript	date:Mon,%2005%20Mar%202018%2004:09:46%20GMT	http://trimatrixlab.com/store/mati/assets/js/main.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/js/main.js	(from http://trimatrixlab.com/store/mati/)
21:19:59	830/830	---M--	200	added ('OK')	application/x-javascript	etag:%2233e-566a27f0f5680%22	http://trimatrixlab.com/store/mati/assets/toggle/js.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/toggle/js.js	(from http://trimatrixlab.com/store/mati/)
21:20:01	98846/98846	---M--	200	added ('OK')	image/png	etag:%221821e-566a27ef0d200%22	http://trimatrixlab.com/store/mati/assets/img/portfolio-images/port-7.png	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/img/portfolio-images/port-7.png	(from http://trimatrixlab.com/store/mati/)
21:20:09	186000/186000	---M--	200	added ('OK')	image/png	etag:%222d690-566a27ef0d200%22	http://trimatrixlab.com/store/mati/assets/img/portfolio-images/port-4.png	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/img/portfolio-images/port-4.png	(from http://trimatrixlab.com/store/mati/)
21:20:14	77160/77160	---M--	200	added ('OK')	application/font-woff2	date:Fri,%2021%20Jun%202019%2002:20:01%20GMT	http://trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfont3e6e.woff2	(from http://trimatrixlab.com/store/mati/assets/css/vendor/font-awesome.min.css)
21:20:25	98024/98024	---M--	200	added ('OK')	application/font-woff	date:Fri,%2021%20Jun%202019%2002:20:08%20GMT	http://trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfont3e6e.woff	(from http://trimatrixlab.com/store/mati/assets/css/vendor/font-awesome.min.css)
21:20:26	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-566a27ef0d200%22	http://trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfont3e6e.eot	(from http://trimatrixlab.com/store/mati/assets/css/vendor/font-awesome.min.css)
21:20:26	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2021%20Jun%202019%2002:20:00%20GMT	http://trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfont.eot?	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfontd41d.eot	(from http://trimatrixlab.com/store/mati/assets/css/vendor/font-awesome.min.css)
21:20:28	444379/444379	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2021%20Jun%202019%2002:20:25%20GMT	http://trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfont3e6e.svg	(from http://trimatrixlab.com/store/mati/assets/css/vendor/font-awesome.min.css)
21:20:32	23900/23900	---M--	200	added ('OK')	application/font-woff	date:Fri,%2021%20Jun%202019%2002:20:27%20GMT	http://trimatrixlab.com/store/mati/assets/fonts/ArcaMajora3-Black.woff	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/fonts/ArcaMajora3-Black.woff	(from http://trimatrixlab.com/store/mati/assets/css/style.css)
21:20:34	113317/113317	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2021%20Jun%202019%2002:20:32%20GMT	http://trimatrixlab.com/store/mati/assets/fonts/ArcaMajora3-Black.svg	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/fonts/ArcaMajora3-Black.svg	(from http://trimatrixlab.com/store/mati/assets/css/style.css)
21:20:35	2895/2895	---M--	200	added ('OK')	image/png	etag:%22b4f-566a27ef0d200%22	http://trimatrixlab.com/store/mati/assets/img/arrow-left.png	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/img/arrow-left.png	(from http://trimatrixlab.com/store/mati/assets/css/style.css)
21:20:35	1790/1790	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Mar%202018%2004:09:44%20GMT	http://trimatrixlab.com/store/mati/assets/img/arrow-left.cur	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/img/arrow-left.html	(from http://trimatrixlab.com/store/mati/assets/css/style.css)
21:20:36	52048/52048	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2021%20Jun%202019%2002:20:26%20GMT	http://trimatrixlab.com/store/mati/assets/fonts/ArcaMajora3-Black.eot	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/fonts/ArcaMajora3-Black.eot	(from http://trimatrixlab.com/store/mati/assets/css/style.css)
21:20:36	2923/2923	---M--	200	added ('OK')	image/png	etag:%22b6b-566a27ef0d200%22	http://trimatrixlab.com/store/mati/assets/img/arrow-right.png	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/img/arrow-right.png	(from http://trimatrixlab.com/store/mati/assets/css/style.css)
21:20:36	1790/1790	---M--	200	added ('OK')	text/html	date:Mon,%2005%20Mar%202018%2004:09:44%20GMT	http://trimatrixlab.com/store/mati/assets/img/arrow-right.cur	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/img/arrow-right.html	(from http://trimatrixlab.com/store/mati/assets/css/style.css)
21:20:38	11840/11840	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2021%20Jun%202019%2002:20:36%20GMT	http://trimatrixlab.com/store/mati/Popover%20requires%20tooltip.js	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/Popover%20requires%20tooltip.2e.delayed	(from http://trimatrixlab.com/store/mati/assets/js/vendor/bootstrap.min.js)
21:20:38	51852/51852	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2021%20Jun%202019%2002:20:28%20GMT	http://trimatrixlab.com/store/mati/assets/fonts/ArcaMajora3-Black.ttf	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/fonts/ArcaMajora3-Black.ttf	(from http://trimatrixlab.com/store/mati/assets/css/style.css)
21:20:38	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2021%20Jun%202019%2002:20:14%20GMT	http://trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/fonts/fontawesome-webfont3e6e.ttf	(from http://trimatrixlab.com/store/mati/assets/css/vendor/font-awesome.min.css)
21:20:40	155971/155971	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Mar%202018%2004:09:44%20GMT	http://trimatrixlab.com/store/mati/assets/css/style_01.css	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/css/style_01.css	(from http://trimatrixlab.com/store/mati/assets/toggle/js.js)
21:20:41	155971/155971	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Mar%202018%2004:09:44%20GMT	http://trimatrixlab.com/store/mati/assets/css/style_02.css	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/css/style_02.css	(from http://trimatrixlab.com/store/mati/assets/toggle/js.js)
21:20:42	155984/155984	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Mar%202018%2004:09:44%20GMT	http://trimatrixlab.com/store/mati/assets/css/style_03.css	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/css/style_03.css	(from http://trimatrixlab.com/store/mati/assets/toggle/js.js)
21:20:44	156555/156555	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Mar%202018%2004:09:44%20GMT	http://trimatrixlab.com/store/mati/assets/css/style_04.css	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/css/style_04.css	(from http://trimatrixlab.com/store/mati/assets/toggle/js.js)
21:20:46	155971/155971	---M--	200	added ('OK')	text/css	date:Mon,%2005%20Mar%202018%2004:09:44%20GMT	http://trimatrixlab.com/store/mati/assets/css/style_05.css	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/css/style_05.css	(from http://trimatrixlab.com/store/mati/assets/toggle/js.js)
21:20:48	155971/155971	---M--	200	added ('OK')	text/css	etag:%2226143-566a27ef0d200%22	http://trimatrixlab.com/store/mati/assets/css/style_06.css	C:/Users/Ninoska%20Vivas%20Rivas/Downloads/Portfolio2/trimatrixlab.com/store/mati/assets/css/style_06.css	(from http://trimatrixlab.com/store/mati/assets/toggle/js.js)
